User_name,Category,Comments,Comments_extra,Comments_merge,Comments_Cleaned,predicted_sentiment
Nguyễn Anh Kiệt,Màu : A15 - nâu ánh đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Đỗ Phương,Màu : A07 - cam hồng,màu đẹp ạ,Cực kì hài lòng,màu đẹp ạ,màu đẹp ạ,Positive
Phạm Ngọc Linh,Màu : A21 - đỏ nâu ánh khói,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Hân Hân,Màu : A03 - đỏ tươi,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Ly Tran,Màu : A01- đỏ dâu,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Hiệp Nguyễn,Màu : A06 - đỏ nâu,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Thanh Thanh,Màu : A12 - nâu gạch,thơm lắm shop ơi,Cực kì hài lòng,thơm lắm shop ơi,thơm lắm shop ơi,Positive
Mai Linh,Màu : A17 - đỏ lạnh,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Trần Thị Cẩm Châu,Màu : A07 - cam hồng,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Trần Thị Cẩm Châu,Màu : A19 - đỏ hồng tomato,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Châu Lê,Màu : A08 - cam bưởi đỏ,"màu lên chuẩn đẹp, mịn môi cực, thơm nữa. mình ưng quá",Cực kì hài lòng,"màu lên chuẩn đẹp, mịn môi cực, thơm nữa. mình ưng quá",màu lên chuẩn đẹp mịn môi cực thơm nữa mình ưng quá,Positive
Ngô Muội,Màu : A08 - cam bưởi đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Akashi Gaming,Màu : A14 - đỏ đào trầm,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyen Thi Kim Phuong,Màu : A21 - đỏ nâu ánh khói,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Thanh Hoàng Trương,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Dương Thanh Uyên,Màu : A10 - đỏ berry,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Thùy Linh,Màu : A21 - đỏ nâu ánh khói,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Trịnh Ngọc Phúc,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Thư Trang,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nhi Nguyễn,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Hà Thanh,Màu : A07 - cam hồng,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Đặng Trần Thu Uyên,Màu : A06 - đỏ nâu,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Hoàng Kan,Màu : A09 - hồng quế,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Lộc Phú,Màu : A11 - hồng cháy,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Phạm Trang,Màu : A03 - đỏ tươi,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Hoài Thương,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Thao Thanh,Màu : A05 - cam đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Ntp Nguyen,Màu : A06 - đỏ nâu,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyễn Phương Cẩm Quỳnh,Màu : A14 - đỏ đào trầm,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Văn Hòa,Màu : A10 - đỏ berry,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Pham Thi Kim Chi,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Bảo Bảo,Màu : A11 - hồng cháy,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Phạm Nguyễn Hữu Phúc,Màu : A03 - đỏ tươi,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Quốc Tuấn,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Huong Thu,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Thùy Dương,Màu : A02 - hoa hồng khô,"tôi mua màu A02,  rất đẹp,mềm mịn còn lì thì tôi không chắc",Cực kì hài lòng,"tôi mua màu A02,  rất đẹp,mềm mịn còn lì thì tôi không chắc",tôi mua màu a02 rất đẹp mềm mịn còn lì thì tôi không chắc,Positive
Yang Myung Joo,Màu : A06 - đỏ nâu,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Trần Hà,Màu : A07 - cam hồng,chất son mềm mịn .nói chung ổn. tuy nhiên ko đc lì cho lắm,Cực kì hài lòng,chất son mềm mịn .nói chung ổn. tuy nhiên ko đc lì cho lắm,chất son mềm mịn nói chung ổn tuy nhiên không được lì cho lắm,Positive
Huỳnh Tuyền,Màu : A07 - cam hồng,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Kim Khánh,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Thành Lê,Màu : A01- đỏ dâu,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Trần Thanh Nam,Màu : A19 - đỏ hồng tomato,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Dang Cam,Màu : A05 - cam đỏ,"son đẹp, màu tươi",Cực kì hài lòng,"son đẹp, màu tươi",son đẹp màu tươi,Positive
Đinh Dung,Màu : A03 - đỏ tươi,"son màu đẹp, không bị khô môi, dùng thích lắm mọi người ạ",đáng mua,"son màu đẹp, không bị khô môi, dùng thích lắm mọi người ạ",son màu đẹp không bị khô môi dùng thích lắm mọi người ạ,Positive
Nguyễn Nam,Màu : A09 - hồng quế,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Lê Thu Trang,Màu : A03 - đỏ tươi,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Vũ Khánh Huyền,Màu : A06 - đỏ nâu,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Không Tên,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Lê Anh Duy,Màu : A07 - cam hồng,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Kiều Trinh,Màu : A06 - đỏ nâu,"A14 Đỏ đào trầm
son mịn, màu đẹp",Cực kì hài lòng,"A14 Đỏ đào trầm
son mịn, màu đẹp",a14 đỏ đào trầm son mịn màu đẹp,Positive
Kim Tuyến,Màu : A02 - hoa hồng khô,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Linh Nguyen,Màu : A08 - cam bưởi đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyen Tiem,Màu : A10 - đỏ berry,khá là ưng em này. đánh lên môi mịn và bền màu nữa,Cực kì hài lòng,khá là ưng em này. đánh lên môi mịn và bền màu nữa,khá là ưng em này đánh lên môi mịn và bền màu nữa,Positive
Lê Nguyễn Khả Tú,Màu : A06 - đỏ nâu,"ưng lắm luôn.  màu đẹp.  giao nhanh  , son lên cực thích luôn nhe",siêu ưng luôn nheee,"ưng lắm luôn.  màu đẹp.  giao nhanh  , son lên cực thích luôn nhe",ưng lắm luôn màu đẹp giao nhanh son lên cực thích luôn nhe,Positive
Phan Thị Thanh Tình,Màu : A08 - cam bưởi đỏ,Màu son khá đẹp,Cực kì hài lòng,Màu son khá đẹp,màu son khá đẹp,Positive
Tài Khoản Zalo,Màu : A04 - đỏ thẫm,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Erin H,Màu : A08 - cam bưởi đỏ,màu đẹp !! cx lì nhưng ko lì lắm phù hợp với giá thành ?,Cực kì hài lòng,màu đẹp !! cx lì nhưng ko lì lắm phù hợp với giá thành ?,màu đẹp cũng lì nhưng không lì lắm phù hợp với giá thành,Negative
Anna Mộc,Màu : A01- đỏ dâu,Rất thích,Cực kì hài lòng,Rất thích,rất thích,Positive
Nguyễn Quốc Phong,Màu : A10 - đỏ berry,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
PhẠm TiẾn ĐạT,Màu : A01- đỏ dâu,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Miu Miu,Màu : A03 - đỏ tươi,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Chanh Nhỏ,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Ngô Thị Nhung,Màu : A02 - hoa hồng khô,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Duy Tài,Màu : A08 - cam bưởi đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyễn Dương,Màu : A07 - cam hồng,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Lê Công Thành,Màu : A06 - đỏ nâu,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Trịnh Mạnh,Màu : A03 - đỏ tươi,sp ok,Cực kì hài lòng,sp ok,sản phẩm ok,Positive
Nguyễn Trường Nam,Màu : A06 - đỏ nâu,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Bùi Thị Mỹ Nương,Màu : A02 - hoa hồng khô,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Minh Trung,Màu : A08 - cam bưởi đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyễn Thùy,Màu : A21 - đỏ nâu ánh khói,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Sinh Viên Năm Ba,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Thu Quỳnh,Màu : A01- đỏ dâu,"đóng gói cẩn thận , giao hàng nhanh lên màu đẹp",Cực kì hài lòng,"đóng gói cẩn thận , giao hàng nhanh lên màu đẹp",đóng gói cẩn thận giao hàng nhanh lên màu đẹp,Positive
Nguyễn Thị KIều Vy,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Hoang Viet Huong,Màu : A15 - nâu ánh đỏ,"Màu rất tây, giá cả quá hợp lý",Cực kì hài lòng,"Màu rất tây, giá cả quá hợp lý",màu rất tây giá cả quá hợp lý,Positive
Trịnh Phụng MY,Màu : A19 - đỏ hồng tomato,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Candy Nguyen,Màu : A01- đỏ dâu,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Candy Nguyen,Màu : A21 - đỏ nâu ánh khói,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyễn Văn Cường,Màu : A07 - cam hồng,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyễn Hoàng Mai Thi,Màu : A15 - nâu ánh đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Lã Thị Kim Ánh,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyễn Thị Thu Phương,Màu : A06 - đỏ nâu,"hàng sử dụng rất tốt , màu đánh lên rất đẹp",Cực kì hài lòng,"hàng sử dụng rất tốt , màu đánh lên rất đẹp",hàng sử dụng rất tốt màu đánh lên rất đẹp,Positive
Phạm Ngọc Tuyết,Màu : A05 - cam đỏ,Mua dùm,Cực kì hài lòng,Mua dùm,mua dùm,Positive
Đoan Thanh,Màu : A11 - hồng cháy,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Hồ Tấn,Màu : A02 - hoa hồng khô,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Kita Chau,Màu : A15 - nâu ánh đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Dang Thi Thuy Duong,Màu : A07 - cam hồng,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Anh Kim,Màu : A11 - hồng cháy,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Đoan Thanh,Màu : A11 - hồng cháy,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Hồ Tấn,Màu : A02 - hoa hồng khô,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Kita Chau,Màu : A15 - nâu ánh đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Dang Thi Thuy Duong,Màu : A07 - cam hồng,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Anh Kim,Màu : A11 - hồng cháy,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Châu Nguyễn,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Dam The Thai,Màu : A08 - cam bưởi đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Trng Vn,Màu : A08 - cam bưởi đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyen Micheal,Màu : A02 - hoa hồng khô,"hàng rất tốt ,thơm lâu",Cực kì hài lòng,"hàng rất tốt ,thơm lâu",hàng rất tốt thơm lâu,Positive
Skyn Wolf,Màu : A06 - đỏ nâu,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Vũ Khánh Huyền,Màu : A19 - đỏ hồng tomato,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Bảo Khanh Nè,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Quang Thanh,Màu : A11 - hồng cháy,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Minh Đức,Màu : A06 - đỏ nâu,ok,Cực kì hài lòng,ok,ok,Positive
Loi Nguyen,Màu : A07 - cam hồng,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Phi Phan,Màu : A05 - cam đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Tiên Võ,Màu : A06 - đỏ nâu,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyễn Luto,Màu : A10 - đỏ berry,tốt,Cực kì hài lòng,tốt,tốt,Positive
Trần Ngọc Bình,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Phạm Hoàng Dung,Màu : A03 - đỏ tươi,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Huynh Chi,Màu : A08 - cam bưởi đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Ngân Vương,Màu : A06 - đỏ nâu,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Trang Thị Bích Trăm,Màu : A02 - hoa hồng khô,"Son lên màu rất đẹp mềm môi, ko gây khô môi. Nói chung rất là thích",Rất hài lòng,"Son lên màu rất đẹp mềm môi, ko gây khô môi. Nói chung rất là thích",son lên màu rất đẹp mềm môi không gây khô môi nói chung rất là thích,Positive
Huỳnh Hoàng Khang,Màu : A04 - đỏ thẫm,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyên Mm,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Tấn Đạt,Màu : A06 - đỏ nâu,tốt,Cực kì hài lòng,tốt,tốt,Positive
Ánh Tuyết,Màu : A04 - đỏ thẫm,"hàng tốt ,mùi thơm mà giá lại rẻ nữa,đẹp ,đóng gói kĩ chắc chắn",Cực kì hài lòng,"hàng tốt ,mùi thơm mà giá lại rẻ nữa,đẹp ,đóng gói kĩ chắc chắn",hàng tốt mùi thơm mà giá lại rẻ nữa đẹp đóng gói kĩ chắc chắn,Positive
Dũng,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Ngc Hn,Màu : A01- đỏ dâu,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyn Vn Thu,Màu : A06 - đỏ nâu,"son khá mịn,giao hàng trc hẹn,thái độ giao hàng thân thiện",Cực kì hài lòng,"son khá mịn,giao hàng trc hẹn,thái độ giao hàng thân thiện",son khá mịn giao hàng trước hẹn thái độ giao hàng thân thiện,Positive
Thanh Lm,Màu : A05 - cam đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Lê T Hùng,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Mai Thi Hong Nhung,Màu : A05 - cam đỏ,màu son đẹp bền màu. không bị khô môi và nứt nẻ. cảm thấy ok,Cực kì hài lòng,màu son đẹp bền màu. không bị khô môi và nứt nẻ. cảm thấy ok,màu son đẹp bền màu không bị khô môi và nứt nẻ cảm thấy ok,Positive
Anh Nguyen Tuan,Màu : A05 - cam đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Khúc Mưa Tan,Màu : A02 - hoa hồng khô,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Jungkook Bts,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Kim Tuyền,Màu : A06 - đỏ nâu,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Kim NaNa Taehyung,Màu : A14 - đỏ đào trầm,shop ơi em đặt 1 cây A14 bây h giao tận 2 cây em muốn trả trả sao shop ơi,Có câu hỏi,shop ơi em đặt 1 cây A14 bây h giao tận 2 cây em muốn trả trả sao shop ơi,shop ơi em đặt 1 cây a14 bây giờ giao tận 2 cây em muốn trả trả sao shop ơi,Negative
Nguyn Dung,Màu : A08 - cam bưởi đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Tuyen Nguyen,Màu : A01- đỏ dâu,rất hài lòng,Cực kì hài lòng,rất hài lòng,rất hài lòng,Positive
Thị Lệ,Màu : A08 - cam bưởi đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyễn Hạnh,Màu : A11 - hồng cháy,Màu son đẹp...chất lượng son tốt....?❤️hàng tương đối ổn..,Son black rouge,Màu son đẹp...chất lượng son tốt....?❤️hàng tương đối ổn..,màu son đẹp chất lượng son tốt hàng tương đối ổn,Positive
Mèos Socciu,Màu : A03 - đỏ tươi,đẹp,Cực kì hài lòng,đẹp,đẹp,Positive
Bùi Thị Thanh Thảo,Màu : A10 - đỏ berry,"Giao hàng quá nhanh .Đóng gói cẩn thận .
Giao đúng màu đã chọn .",Cực kì hài lòng,"Giao hàng quá nhanh .Đóng gói cẩn thận .
Giao đúng màu đã chọn .",giao hàng quá nhanh đóng gói cẩn thận giao đúng màu đã chọn,Positive
Thuy Ai Pham Huynh,Màu : A03 - đỏ tươi,hài lòng,Cực kì hài lòng,hài lòng,hài lòng,Positive
Nguyễn Minh Đức,Màu : A03 - đỏ tươi,ok tốt,Cực kì hài lòng,ok tốt,ok tốt,Positive
Pham Van Quyen,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Anh Thư,Màu : A11 - hồng cháy,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Khuong Thanh,Màu : A02 - hoa hồng khô,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Ngô Thị Bích Trâm,Màu : A07 - cam hồng,"Màu son đẹp mềm môi, giá hạt dẻ ????",Cực kì hài lòng,"Màu son đẹp mềm môi, giá hạt dẻ ????",màu son đẹp mềm môi giá hạt dẻ,Positive
Tuấn Võ,Màu : A08 - cam bưởi đỏ,Hàng gói đẹp,Cực kì hài lòng,Hàng gói đẹp,hàng gói đẹp,Positive
Yin Buri,Màu : A13 - nâu đỏ tươi,Màu đẹp lắm ạ! Giao nhanh! Đc lắm ạ! Ai muốn dùng thử nên mua,Tốt lắm! Nên ủng hộ,Màu đẹp lắm ạ! Giao nhanh! Đc lắm ạ! Ai muốn dùng thử nên mua,màu đẹp lắm ạ giao nhanh được lắm ạ ai muốn dùng thử nên mua,Positive
Nguyễn Mạnh,Màu : A01- đỏ dâu,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Trương Thị Hiền Vui,Màu : A06 - đỏ nâu,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyễn Ngọc Kim Ngân,Màu : A21 - đỏ nâu ánh khói,màu xinh xỉu,Cực kì hài lòng,màu xinh xỉu,màu xinh xỉu,Positive
La Thanh Thi,Màu : A09 - hồng quế,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
La Thanh Thi,Màu : A07 - cam hồng,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Tran Thi Hong Hanh,Màu : A07 - cam hồng,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyễn Minh Thắng,Màu : A05 - cam đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Kim Ngan,Màu : A11 - hồng cháy,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Hoàng Tuấn,Màu : A05 - cam đỏ,"Màu son nhìn đẹp
Giao hàng nhanh
Đóng gói kỷ
Nói chung giá này mua đc",Cực kì hài lòng,"Màu son nhìn đẹp
Giao hàng nhanh
Đóng gói kỷ
Nói chung giá này mua đc",màu son nhìn đẹp giao hàng nhanh đóng gói kỷ nói chung giá này mua được,Positive
Ngyuen Trang Thu,Màu : A11 - hồng cháy,Son rất đẹp và thơm Tiki gói hàng cẩn thận giao hàng nhanh hơn 1 ngày,Cực kì hài lòng,Son rất đẹp và thơm Tiki gói hàng cẩn thận giao hàng nhanh hơn 1 ngày,son rất đẹp và thơm tiki gói hàng cẩn thận giao hàng nhanh hơn 1 ngày,Positive
Nguyễn Hoa,Màu : A03 - đỏ tươi,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyễn Sĩ Luyện,Màu : A03 - đỏ tươi,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Phan Thị Thu,Màu : A10 - đỏ berry,Màu nhạt hơn trong hình,Cực kì hài lòng,Màu nhạt hơn trong hình,màu nhạt hơn trong hình,Positive
Tô Hoàng Phúc,Màu : A12 - nâu gạch,son đẹp,Cực kì hài lòng,son đẹp,son đẹp,Positive
Huong Thao,Màu : A20 - đỏ tím cherry,"sản phẩm rất tốt màu đẹp,bền dù như thế nào cx khó phai màu",Cực kì hài lòng,"sản phẩm rất tốt màu đẹp,bền dù như thế nào cx khó phai màu",sản phẩm rất tốt màu đẹp bền dù như thế nào cũng khó phai màu,Positive
Thùy Tiên,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Quý Tịnh,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Văn Đông,Màu : A11 - hồng cháy,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Hồng Mai,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Ngọc Thảo Nguyên,Màu : A12 - nâu gạch,love the color,Cực kì hài lòng,love the color,love the color,Positive
Hong Luyen,Màu : A06 - đỏ nâu,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
BÌNH AN Phạm,Màu : A19 - đỏ hồng tomato,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyn L Qunh Giang,Màu : A19 - đỏ hồng tomato,thơm.. tuyệt vời ạ.,Cực kì hài lòng,thơm.. tuyệt vời ạ.,thơm tuyệt vời ạ,Positive
Tri Minh Trí,Màu : A19 - đỏ hồng tomato,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Tri Minh Trí,Màu : A07 - cam hồng,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Lê Thị Quỳnh Như,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Lê Thị Thu Hà,Màu : A01- đỏ dâu,đóng gói cẩn thận và mùi thơm rất ngọt ngào,Cực kì hài lòng,đóng gói cẩn thận và mùi thơm rất ngọt ngào,đóng gói cẩn thận và mùi thơm rất ngọt ngào,Positive
Lê Mỹ Huyền,Màu : A07 - cam hồng,đẹp,Cực kì hài lòng,đẹp,đẹp,Positive
Thy Linh,Màu : A01- đỏ dâu,"màu son lên đẹp , thơm, mịn xuất sắc ??",Cực kì hài lòng,"màu son lên đẹp , thơm, mịn xuất sắc ??",màu son lên đẹp thơm mịn xuất sắc,Positive
Phạm Thành Giang,Màu : A12 - nâu gạch,ok,Cực kì hài lòng,ok,ok,Positive
Bảo Minh,Màu : A15 - nâu ánh đỏ,son đẹp lắm â mọi nguoqif,Cực kì hài lòng,son đẹp lắm â mọi nguoqif,son đẹp lắm â mọi nguoqif,Positive
Nguyễn Thị Thảo,Màu : A10 - đỏ berry,chất son mềm . mịn . khá ổn với giá thành. nên mua,Cực kì hài lòng,chất son mềm . mịn . khá ổn với giá thành. nên mua,chất son mềm mịn khá ổn với giá thành nên mua,Positive
Nguyễn Thị An,Màu : A08 - cam bưởi đỏ,Hài lòng với sản phẩm ạ,Cực kì hài lòng,Hài lòng với sản phẩm ạ,hài lòng với sản phẩm ạ,Positive
Đỗ Văn Nam,Màu : A12 - nâu gạch,G,Cực kì hài lòng,G,g,Positive
Nguyễn Minh Quốc,Màu : A02 - hoa hồng khô,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Út Mèo,Màu : A05 - cam đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Ly Tran,Màu : A13 - nâu đỏ tươi,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyễn Trần Huỳnh Thùy Oanh,Màu : A04 - đỏ thẫm,chất son tốt lâu trôi,Cực kì hài lòng,chất son tốt lâu trôi,chất son tốt lâu trôi,Positive
Nguyễn Ngọc Hạnh,Màu : A10 - đỏ berry,Son rất ok về màu và chất lượng nhé,Cực kì hài lòng,Son rất ok về màu và chất lượng nhé,son rất ok về màu và chất lượng nhé,Positive
Ánh Loan,Màu : A12 - nâu gạch,Cực kì thích. nhưng son làm mình bị khô môi quá,Cực kì hài lòng,Cực kì thích. nhưng son làm mình bị khô môi quá,cực kì thích nhưng son làm mình bị khô môi quá,Positive
TT Trang,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
