User_name,Category,Comments,Comments_extra,Comments_merge,Comments_Cleaned,predicted_sentiment
Phương Đài,Màu : A08 - cam bưởi đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Phương Đài,Màu : A08 - cam bưởi đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Phương Đài,Màu : A08 - cam bưởi đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Vũ Hường,Màu : A06 - đỏ nâu,son dùng rất thích,Cực kì hài lòng,son dùng rất thích,son dùng rất thích,Positive
Võ Thị Thu Thảo,Màu : A10 - đỏ berry,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Phạm Thị Bích Ngọc,Màu : A07 - cam hồng,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Hồng Hạnh Nguyễn,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nga Lê,Màu : A01- đỏ dâu,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyễn Viết Băng Tâm,Màu : A10 - đỏ berry,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nhật Hưng,Màu : A10 - đỏ berry,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Ngọc Tâm,Màu : A10 - đỏ berry,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Trương Quế Anh,Màu : A20 - đỏ tím cherry,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Phạm Hằng,Màu : A08 - cam bưởi đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Thiên Nguyên Khải,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyễn Thị Ánh Ngân,Màu : A13 - nâu đỏ tươi,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyễn Thị Ánh Ngân,Màu : A13 - nâu đỏ tươi,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyễn Thị Thể,Màu : A10 - đỏ berry,tạm được........... ...............................,Cực kì hài lòng,tạm được........... ...............................,tạm được,Negative
H Vy,Màu : A12 - nâu gạch,chính hãng,Cực kì hài lòng,chính hãng,chính hãng,Positive
Anh Vy Huynh,Màu : A19 - đỏ hồng tomato,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Hng Bi,Màu : A12 - nâu gạch,Đẹp ạ,Cực kì hài lòng,Đẹp ạ,đẹp ạ,Positive
Vũ Thị Anh Thu,Màu : A05 - cam đỏ,Quá tuyệt,Cực kì hài lòng,Quá tuyệt,quá tuyệt,Positive
Đặng Linh,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyễn Liên,Màu : A03 - đỏ tươi,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Khánh Bình,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Le Nguyen Thuy Phuong,Màu : A21 - đỏ nâu ánh khói,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Mai Huế,Màu : A05 - cam đỏ,son lên màu khá đẹp,Cực kì hài lòng,son lên màu khá đẹp,son lên màu khá đẹp,Positive
Phạm Xuân Dương,Màu : A13 - nâu đỏ tươi,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Linh Khánh,Màu : A07 - cam hồng,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Lê Bảo Tinh,Màu : A01- đỏ dâu,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Khánh Phương,Màu : A10 - đỏ berry,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Khánh Phương,Màu : A10 - đỏ berry,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyễn Hải Đăng,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Thảo Minh,Màu : A08 - cam bưởi đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Hoàng Võ,Màu : A02 - hoa hồng khô,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Quán Thư Lương,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyễn Thư,Màu : A15 - nâu ánh đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyễn Thư,Màu : A15 - nâu ánh đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Bùi Nguyễn Ngọc Trâm,Màu : A15 - nâu ánh đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Thúy Vi,Màu : A02 - hoa hồng khô,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Son Jaeger,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Phạm Thị Mỹ Hạnh,Màu : A01- đỏ dâu,"rất đẹp, rất thơm, mình rất thích",Cực kì hài lòng,"rất đẹp, rất thơm, mình rất thích",rất đẹp rất thơm mình rất thích,Positive
Nhâm Nhâm,Màu : A02 - hoa hồng khô,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Hoàng Võ,Màu : A02 - hoa hồng khô,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyen Miu,Màu : A03 - đỏ tươi,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Đức Đào,Màu : A03 - đỏ tươi,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nt Shop Kim Thoa,Màu : A07 - cam hồng,Son lì mềm mịn. Sp ok,Cực kì hài lòng,Son lì mềm mịn. Sp ok,son lì mềm mịn sản phẩm ok,Positive
Hồ Thái Mỹ Duyên,Màu : A09 - hồng quế,tốt,Cực kì hài lòng,tốt,tốt,Positive
Ngân Kim,Màu : A06 - đỏ nâu,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Cần Lắm,Màu : A08 - cam bưởi đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Văn Đình Triều,Màu : A02 - hoa hồng khô,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Trucly Nguyen,Màu : A07 - cam hồng,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Thuý Thanh,Màu : A06 - đỏ nâu,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Vo Ngoc Tham,Màu : A10 - đỏ berry,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyễn Trần Trung Vĩ,Màu : A04 - đỏ thẫm,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyễn Ngọc Hoan,Màu : A17 - đỏ lạnh,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Thi Thi,Màu : A20 - đỏ tím cherry,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
U Xun Linh,Màu : A08 - cam bưởi đỏ,Đep giao hàng nhanh đc xem hàng ok,Cực kì hài lòng,Đep giao hàng nhanh đc xem hàng ok,đep giao hàng nhanh được xem hàng ok,Positive
Phan Ngô Minh Nhật,Màu : A03 - đỏ tươi,Hàng tốt rất hài lòng,Cực kì hài lòng,Hàng tốt rất hài lòng,hàng tốt rất hài lòng,Positive
Tiểuu Giaa,Màu : A08 - cam bưởi đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Hồng Nhung,Màu : A13 - nâu đỏ tươi,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Hồng Nhung,Màu : A13 - nâu đỏ tươi,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyễn Ngọc Hữu Duyên,Màu : A08 - cam bưởi đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Dương Lê,Màu : A10 - đỏ berry,đẹp,Cực kì hài lòng,đẹp,đẹp,Positive
Thanh Lê,Màu : A15 - nâu ánh đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
丹琼 梁 Quỳnh,Màu : A10 - đỏ berry,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyễn Nguyên Hồng,Màu : A08 - cam bưởi đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyễn Ngọc Lâm Thi,Màu : A07 - cam hồng,"Son thơm , mịn , đánh lâu trôi nhưng màu ưng lắm ah",Cực kì hài lòng,"Son thơm , mịn , đánh lâu trôi nhưng màu ưng lắm ah",son thơm mịn đánh lâu trôi nhưng màu ưng lắm à,Positive
Phm Trc,Màu : A07 - cam hồng,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Duong Quynh,Màu : A02 - hoa hồng khô,San phẩm tốt hang chinh hãng dùng rất ok,Cực kì hài lòng,San phẩm tốt hang chinh hãng dùng rất ok,san phẩm tốt hang chinh hãng dùng rất ok,Positive
Cát Phượng,Màu : A14 - đỏ đào trầm,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Cát Phượng,Màu : A14 - đỏ đào trầm,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Cát Phượng,Màu : A14 - đỏ đào trầm,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Cát Phượng,Màu : A14 - đỏ đào trầm,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
NguyễN DuẫN,Màu : A10 - đỏ berry,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Phan Thị Thanh Tình,Màu : A08 - cam bưởi đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Đỗ Quốc Hùng,Màu : A08 - cam bưởi đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Thư Lê,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Phan Long Vu,Màu : A01- đỏ dâu,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Hoang Van To,Màu : A07 - cam hồng,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Duyên Bích,Màu : A20 - đỏ tím cherry,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Trần Quốc Danh,Màu : A15 - nâu ánh đỏ,Ok,Cực kì hài lòng,Ok,ok,Positive
Hân Châu,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nghi Thương,Màu : A05 - cam đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Phương Real,Màu : A05 - cam đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyễn Thị Hồng Ngọc,Màu : A08 - cam bưởi đỏ,"Son lên màu đẹp, giao nhanh hơn dự kiến.",Cực kì hài lòng,"Son lên màu đẹp, giao nhanh hơn dự kiến.",son lên màu đẹp giao nhanh hơn dự kiến,Positive
Bóng Đêm,Màu : A05 - cam đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Trần Tuyết Nhi,Màu : A21 - đỏ nâu ánh khói,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyễn Thị Thu Huyền,Màu : A04 - đỏ thẫm,oke,Cực kì hài lòng,oke,tốt,Positive
Trần Khánh,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Lê Thị Huyền,Màu : A01- đỏ dâu,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Trần Quốc Danh,Màu : A15 - nâu ánh đỏ,Ok,Cực kì hài lòng,Ok,ok,Positive
Út Trà,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
An Nguyễn,Màu : A10 - đỏ berry,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Lê Văn Minh,Màu : A03 - đỏ tươi,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Huyền Đỗ Phước Mỹ,Màu : A10 - đỏ berry,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Đỗ An,Màu : A07 - cam hồng,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Vy Vy,Màu : A03 - đỏ tươi,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Khôi Trần,Màu : A15 - nâu ánh đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Trần Lan Anh,Màu : A15 - nâu ánh đỏ,"Son lên màu chuẩn, giao hàng nhanh",Cực kì hài lòng,"Son lên màu chuẩn, giao hàng nhanh",son lên màu chuẩn giao hàng nhanh,Positive
Nguyễn Thị Minh Vương,Màu : A01- đỏ dâu,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Yến Thanh,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Vo Thì Thúy Hong,Màu : A05 - cam đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Lê Hà Phương,Màu : A08 - cam bưởi đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Lê Tâm,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Hoa Luong,Màu : A08 - cam bưởi đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Hoa Luong,Màu : A08 - cam bưởi đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Hoa Luong,Màu : A08 - cam bưởi đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Hoa Luong,Màu : A08 - cam bưởi đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyễn Vũ Đăng Khôi,Màu : A15 - nâu ánh đỏ,ổn,Cực kì hài lòng,ổn,ổn,Positive
Phạm Thị Phương,Màu : A06 - đỏ nâu,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Quán Thư Lương,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Vàng Hoa,Màu : A05 - cam đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyen Thi Truc Phuong,Màu : A15 - nâu ánh đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Bùi Thành Trung,Màu : A06 - đỏ nâu,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Lê Nhi,Màu : A03 - đỏ tươi,sản phẩm tốt,Cực kì hài lòng,sản phẩm tốt,sản phẩm tốt,Positive
Nguyn Ngc Trn,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyễn Thị Huyền Mai,Màu : A05 - cam đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Cao Hồ Như Nguyện,Màu : A10 - đỏ berry,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Đăng Phan,Màu : A06 - đỏ nâu,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Tuyen Nguyen,Màu : A07 - cam hồng,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Tuyen Nguyen,Màu : A07 - cam hồng,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyễn Long,Màu : A05 - cam đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Lan Ngọc,Màu : A21 - đỏ nâu ánh khói,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Mi Mi,Màu : A08 - cam bưởi đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Hùng,Màu : A06 - đỏ nâu,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Quế Minh,Màu : A08 - cam bưởi đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Phạm Hoàng Tú Uyên,Màu : A07 - cam hồng,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Tu Van Tran,Màu : A06 - đỏ nâu,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyễn Tiến Hạnh,Màu : A10 - đỏ berry,N,Cực kì hài lòng,N,n,Negative
Trần Phong,Màu : A07 - cam hồng,"son kem mịn, màu lên đẹp, rất hài lòng.",Cực kì hài lòng,"son kem mịn, màu lên đẹp, rất hài lòng.",son kem mịn màu lên đẹp rất hài lòng,Positive
Thu Thanh,Màu : A08 - cam bưởi đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Kiều Vy,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Trần Thị Khánh Hoà,Màu : A10 - đỏ berry,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Minh Ngoc Vu,Màu : A11 - hồng cháy,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Ly Ami,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Mỹ Diệu,Màu : A09 - hồng quế,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Việt Anh,Màu : A08 - cam bưởi đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Hoa Luong,Màu : A08 - cam bưởi đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Thieu Nam Quan,Màu : A06 - đỏ nâu,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Phạm Thị Bảo Ly,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Phan Bá Lương,Màu : A07 - cam hồng,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Trung Nguyên,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Vũ Đình Phương,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Dung Dung,Màu : A05 - cam đỏ,"Đẹp đúng ý .đằm môi, có mùi thơm nhẹ",Cực kì hài lòng,"Đẹp đúng ý .đằm môi, có mùi thơm nhẹ",đẹp đúng ý đằm môi có mùi thơm nhẹ,Positive
Nguyễn Thanh Long,Màu : A07 - cam hồng,"giao hàng nhanh, hàng đảm bảo, thanks Tiki nhiều",sản phẩm dùng tốt,"giao hàng nhanh, hàng đảm bảo, thanks Tiki nhiều",giao hàng nhanh hàng đảm bảo cảm ơn tiki nhiều,Positive
Nguyễn Thị Thu Thuỷ,Màu : A09 - hồng quế,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Trng Mn Nghi,Màu : A10 - đỏ berry,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyen Tuy Linh Hong Ninh,Màu : A08 - cam bưởi đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Hoàng Ngân,Màu : A08 - cam bưởi đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyễn Thị Thu Thuỷ,Màu : A09 - hồng quế,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Lê Thị Thanh Thảo,Màu : A01- đỏ dâu,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Như Như,Màu : A03 - đỏ tươi,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Trần Thị Ngọc Huyền,Màu : A07 - cam hồng,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Nguyễn Hà Phương,Màu : A04 - đỏ thẫm,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Ha Tuyet,Màu : A05 - cam đỏ,"Nhận hàng hơi lâu nhưng chất lượng khá ok 
Hskskksnd.",Rất tốt,"Nhận hàng hơi lâu nhưng chất lượng khá ok 
Hskskksnd.",nhận hàng hơi lâu nhưng chất lượng khá ok hsksksnd,Positive
Nguyễn Thị Ngọc Huyền,Màu : A11 - hồng cháy,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Pé Nấm,Màu : A11 - hồng cháy,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Alexander Yurich,Màu : A07 - cam hồng,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Thư,Màu : A08 - cam bưởi đỏ,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Bich Ngan,Màu : A04 - đỏ thẫm,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Thu Thảo,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Akina Từ,Màu : A01- đỏ dâu,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Arden Roy,Màu : A06 - đỏ nâu,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Trọng Tín,Màu : A12 - nâu gạch,,Cực kì hài lòng,Cực kì hài lòng,cực kì hài lòng,Positive
Mông Văn Hào,Màu : A11 - hồng cháy,ok,Cực kì hài lòng,ok,ok,Positive
